epoch;acc;loss;val_acc;val_loss
0;0.6212;0.6368202366828919;0.7263621794871795;0.5431033342312543
1;0.7159;0.5566246618747711;0.7661030595813204;0.48276698349370667
2;0.75715;0.500375326681137;0.785426731078905;0.47650285475495935
