iter	Logloss	Accuracy
296	0.4070546726	0.8245219348
297	0.4070546589	0.8245219348
298	0.407047492	0.8245219348
299	0.4070260382	0.8245219348
300	0.4068888231	0.8245219348
301	0.4067928316	0.8245219348
302	0.4067215182	0.8245219348
303	0.4066800729	0.8245219348
304	0.4066654387	0.8245219348
305	0.4065540342	0.8233970754
306	0.4064885814	0.8233970754
307	0.4064443837	0.8233970754
308	0.4064199781	0.8233970754
309	0.4063943891	0.8233970754
310	0.4063618056	0.8233970754
311	0.4063515539	0.8233970754
312	0.4063515478	0.8233970754
313	0.4063226157	0.8233970754
314	0.4063062081	0.8233970754
315	0.4062438154	0.8233970754
316	0.405902591	0.8245219348
317	0.4058614021	0.8245219348
318	0.4057254212	0.8245219348
319	0.405545124	0.8245219348
320	0.4055451217	0.8245219348
321	0.4051487735	0.8245219348
322	0.4051192677	0.8245219348
323	0.4051182524	0.8245219348
324	0.4050893233	0.8245219348
325	0.4050081486	0.8233970754
326	0.4049714338	0.8233970754
327	0.404952585	0.8233970754
328	0.4049293762	0.8233970754
329	0.4049293757	0.8233970754
330	0.4049270256	0.8233970754
331	0.4049045594	0.8233970754
332	0.4048083815	0.8233970754
333	0.4046252302	0.8256467942
334	0.4045830923	0.8245219348
335	0.4045002546	0.8256467942
336	0.4044987026	0.8256467942
337	0.4044608788	0.8267716535
338	0.4043826509	0.8267716535
339	0.404371285	0.8267716535
340	0.4043705324	0.8267716535
341	0.404253886	0.8267716535
342	0.404253886	0.8267716535
343	0.4042514383	0.8267716535
344	0.4042105463	0.8267716535
345	0.4042090143	0.8267716535
346	0.4041717743	0.8278965129
347	0.4041686235	0.8278965129
348	0.4041593885	0.8278965129
349	0.4041593885	0.8278965129
350	0.4041293319	0.8278965129
351	0.4039008887	0.8278965129
352	0.4038212932	0.8278965129
353	0.4037999699	0.8267716535
354	0.4037734254	0.8278965129
355	0.4032776368	0.8278965129
356	0.4032776366	0.8278965129
357	0.4029596984	0.8278965129
358	0.402931927	0.8278965129
359	0.4028978044	0.8278965129
360	0.4028447358	0.8278965129
361	0.40251322	0.8267716535
362	0.4024367876	0.8278965129
363	0.4024296286	0.8278965129
364	0.4023963952	0.8278965129
365	0.4023617657	0.8267716535
366	0.4022993173	0.8290213723
367	0.4022810826	0.8290213723
368	0.4022396486	0.8290213723
369	0.4021667268	0.8278965129
370	0.4020569602	0.8267716535
371	0.402010015	0.8267716535
372	0.4017840815	0.8267716535
373	0.4016646768	0.8278965129
374	0.4016623495	0.8278965129
375	0.4016125611	0.8267716535
376	0.4015850565	0.8267716535
377	0.4015282073	0.8267716535
378	0.4015067698	0.8267716535
379	0.4013361983	0.8267716535
380	0.4013353407	0.8267716535
381	0.4011730089	0.8278965129
382	0.4011498102	0.8290213723
383	0.4010483707	0.8290213723
384	0.4009352446	0.8290213723
385	0.4008832165	0.8290213723
386	0.4008755226	0.8290213723
387	0.4008730187	0.8290213723
388	0.4008724259	0.8290213723
389	0.4008393007	0.8290213723
390	0.4008314597	0.8278965129
391	0.4008311553	0.8278965129
392	0.4007724299	0.8278965129
393	0.400698247	0.8278965129
394	0.4006976908	0.8278965129
395	0.4006472031	0.8290213723
396	0.4005038868	0.8290213723
397	0.4003777183	0.8301462317
398	0.4003388125	0.8301462317
399	0.4003386202	0.8301462317
400	0.400302945	0.8301462317
401	0.4002874298	0.8301462317
402	0.4001637555	0.8301462317
403	0.4001133947	0.8301462317
404	0.4000746532	0.8301462317
405	0.4000046398	0.8290213723
406	0.3998371371	0.8290213723
407	0.3995078933	0.8290213723
408	0.3992588184	0.8301462317
409	0.3992559728	0.8301462317
410	0.3992341156	0.8301462317
411	0.3991818981	0.8301462317
412	0.3991540866	0.8301462317
413	0.3990993539	0.8301462317
414	0.3986615549	0.8301462317
415	0.3986508541	0.8301462317
416	0.3986249272	0.8301462317
417	0.3986245423	0.8301462317
418	0.398618537	0.8301462317
419	0.3985889999	0.8301462317
420	0.3985779864	0.8301462317
421	0.3985507396	0.8301462317
422	0.3985379742	0.8301462317
423	0.3985201177	0.8301462317
424	0.3985146457	0.8301462317
425	0.3984856621	0.8301462317
426	0.3984453175	0.8301462317
427	0.3983711556	0.8301462317
428	0.398352237	0.8301462317
429	0.3982906316	0.8301462317
430	0.3982852599	0.8301462317
431	0.3982812579	0.8301462317
432	0.3982603534	0.8301462317
433	0.3982364786	0.8301462317
434	0.3982009295	0.8312710911
435	0.3981709599	0.8312710911
436	0.398063361	0.8312710911
437	0.3980226894	0.8312710911
438	0.3979459254	0.8312710911
439	0.397880652	0.8312710911
440	0.3973629591	0.8290213723
441	0.3973481681	0.8290213723
442	0.3973423192	0.8290213723
443	0.3968875827	0.8301462317
444	0.3966783244	0.8312710911
445	0.3966783191	0.8312710911
446	0.3966718256	0.8312710911
447	0.3965028347	0.8312710911
448	0.3964559987	0.8312710911
449	0.3963781663	0.8312710911
450	0.3963575794	0.8312710911
451	0.39634119	0.8312710911
452	0.3962521121	0.8312710911
453	0.39624933	0.8312710911
454	0.3960817449	0.8312710911
455	0.3958795646	0.8301462317
456	0.3956938585	0.8301462317
457	0.3955377667	0.8301462317
458	0.3954872244	0.8312710911
459	0.3953884627	0.8312710911
460	0.3953492257	0.8312710911
461	0.3950034818	0.8301462317
462	0.3949522845	0.8290213723
463	0.3949147382	0.8290213723
464	0.3947507547	0.8301462317
465	0.3945534284	0.8301462317
466	0.3945516267	0.8301462317
467	0.3944378706	0.8312710911
468	0.394424712	0.8301462317
469	0.394144356	0.8312710911
470	0.3938911576	0.8312710911
471	0.3938909608	0.8312710911
472	0.3938907552	0.8312710911
473	0.3937716914	0.8312710911
474	0.3936024743	0.8312710911
475	0.3936021742	0.8312710911
476	0.3934752005	0.8312710911
477	0.393466311	0.8312710911
478	0.3934579245	0.8312710911
479	0.3933441951	0.8312710911
480	0.3930198785	0.8312710911
481	0.3929499636	0.8312710911
482	0.3929388213	0.8312710911
483	0.3929087215	0.8312710911
484	0.3928710714	0.8312710911
485	0.3927441899	0.8312710911
486	0.3926408943	0.8312710911
487	0.39260287	0.8312710911
488	0.392600958	0.8312710911
489	0.3925866569	0.8312710911
490	0.3925528238	0.8312710911
491	0.3925261874	0.8312710911
492	0.392478906	0.8312710911
493	0.3922437086	0.8312710911
494	0.3921897216	0.8312710911
495	0.3920551083	0.8312710911
496	0.3919488371	0.8312710911
497	0.3919392861	0.8312710911
498	0.3919118638	0.8312710911
499	0.3918570174	0.8312710911
500	0.3918525772	0.8312710911
501	0.3917570759	0.8312710911
502	0.3916976082	0.8312710911
503	0.3916772394	0.8312710911
504	0.3916754715	0.8312710911
505	0.3916593797	0.8312710911
506	0.391610414	0.8312710911
507	0.3915594004	0.8312710911
508	0.3914659036	0.8312710911
509	0.3913186239	0.8312710911
510	0.3912335518	0.8312710911
511	0.3912231685	0.8312710911
512	0.3909753304	0.8312710911
513	0.3908598281	0.8312710911
514	0.3907429892	0.8312710911
515	0.3906966153	0.8312710911
516	0.3904380941	0.8323959505
517	0.3903435636	0.8323959505
518	0.3898185839	0.8312710911
519	0.3897938286	0.8312710911
520	0.3896258645	0.8323959505
521	0.3896056628	0.8323959505
522	0.3895834159	0.8323959505
523	0.3895776709	0.8323959505
524	0.389452075	0.8312710911
525	0.3893621016	0.8312710911
526	0.3891578797	0.8323959505
527	0.3890924632	0.8323959505
528	0.3889055299	0.8335208099
529	0.3889042028	0.8335208099
530	0.3886337087	0.8335208099
531	0.3882882996	0.8323959505
532	0.3882473155	0.8323959505
533	0.387944873	0.8335208099
534	0.3879211332	0.8335208099
535	0.3877782729	0.8335208099
536	0.387580287	0.8335208099
537	0.3875547331	0.8335208099
538	0.3875168336	0.8335208099
539	0.3874681668	0.8335208099
540	0.3874194294	0.8335208099
541	0.3872883001	0.8335208099
542	0.38724462	0.8346456693
543	0.3871323234	0.8335208099
544	0.3870494227	0.8335208099
545	0.3870024994	0.8335208099
546	0.386818168	0.8346456693
547	0.3868181639	0.8346456693
548	0.38669136	0.8346456693
549	0.3866338086	0.8346456693
550	0.3864945018	0.8357705287
551	0.3863224048	0.8357705287
552	0.3861617176	0.8357705287
553	0.386161714	0.8357705287
554	0.3861330075	0.8357705287
555	0.3860490672	0.8346456693
556	0.3859660404	0.8346456693
557	0.3858180064	0.8346456693
558	0.3857013855	0.8346456693
559	0.3857013822	0.8346456693
560	0.385701379	0.8346456693
561	0.385640671	0.8346456693
562	0.3855695609	0.8346456693
563	0.3855239724	0.8346456693
564	0.3854042053	0.8346456693
565	0.3853000202	0.8346456693
566	0.3852959272	0.8346456693
567	0.3852534876	0.8346456693
568	0.3852370993	0.8346456693
569	0.3851848399	0.8346456693
570	0.3850283305	0.8346456693
571	0.384988344	0.8346456693
572	0.3849883395	0.8346456693
573	0.3849088947	0.8346456693
574	0.3849088903	0.8346456693
575	0.3847435573	0.8346456693
576	0.384709953	0.8346456693
577	0.384668464	0.8346456693
578	0.3845959184	0.8346456693
579	0.3844702743	0.8346456693
580	0.3844661658	0.8346456693
581	0.3844661611	0.8346456693
582	0.3844661566	0.8346456693
583	0.3841893498	0.8357705287
584	0.3841818961	0.8357705287
585	0.3841007961	0.8357705287
586	0.3841007929	0.8357705287
587	0.3840223252	0.8357705287
588	0.3839417757	0.8357705287
589	0.3839417726	0.8357705287
590	0.3839063877	0.8357705287
591	0.3838552057	0.8357705287
592	0.3838513577	0.8357705287
593	0.3837380384	0.8357705287
594	0.3837201187	0.8357705287
595	0.3834440913	0.8357705287
596	0.3833540343	0.8357705287
597	0.383263287	0.8357705287
598	0.3832240385	0.8357705287
599	0.3831184834	0.8357705287
600	0.3830925903	0.8357705287
601	0.3830128933	0.8357705287
602	0.382735453	0.8357705287
603	0.38270671	0.8357705287
604	0.3826342724	0.8357705287
605	0.3826243197	0.8357705287
606	0.3825390267	0.8357705287
607	0.3825014697	0.8357705287
608	0.3823587689	0.8357705287
609	0.3823493365	0.8357705287
610	0.3822860517	0.8357705287
611	0.3821177138	0.8357705287
612	0.382103717	0.8357705287
613	0.3820581107	0.8357705287
614	0.3819885731	0.8368953881
615	0.3819144936	0.8368953881
616	0.3818375032	0.8368953881
617	0.3817702876	0.8368953881
618	0.3817066845	0.8368953881
619	0.3815492903	0.8368953881
620	0.3814937984	0.8368953881
621	0.3814814288	0.8368953881
622	0.381392269	0.8368953881
623	0.3813264267	0.8368953881
624	0.3812406424	0.8368953881
625	0.3811986369	0.8368953881
626	0.3810319285	0.8380202475
627	0.3810293818	0.8380202475
628	0.3809498706	0.8380202475
629	0.3808559963	0.8380202475
630	0.3806527956	0.8380202475
631	0.38048702	0.8380202475
632	0.3804400871	0.8380202475
633	0.3801250293	0.8380202475
634	0.380083533	0.8380202475
635	0.3800123715	0.8380202475
636	0.3799379058	0.8380202475
637	0.379900185	0.8380202475
638	0.379757604	0.8380202475
639	0.3797267778	0.8380202475
640	0.379670198	0.8380202475
641	0.3796570412	0.8380202475
642	0.3796304489	0.8380202475
643	0.3795884275	0.8380202475
644	0.3794687686	0.8380202475
645	0.3792999209	0.8380202475
646	0.3792987377	0.8380202475
647	0.3792757814	0.8380202475
648	0.379002386	0.8391451069
649	0.3788056022	0.8380202475
650	0.3787287664	0.8380202475
651	0.3785641256	0.8380202475
652	0.3785043177	0.8368953881
653	0.3784948455	0.8368953881
654	0.3780630791	0.8391451069
655	0.3778936155	0.8380202475
656	0.377879952	0.8380202475
657	0.3777381106	0.8380202475
658	0.3774265605	0.8391451069
659	0.3774063802	0.8380202475
660	0.3773714105	0.8380202475
661	0.3773551193	0.8380202475
662	0.3772544441	0.8368953881
663	0.3770592303	0.8391451069
664	0.377055745	0.8391451069
665	0.3770427242	0.8380202475
666	0.3770257472	0.8380202475
667	0.3769757832	0.8380202475
668	0.3768964158	0.8380202475
669	0.3768025545	0.8380202475
670	0.3766071942	0.8380202475
671	0.3764370095	0.8380202475
672	0.3763631925	0.8391451069
673	0.3762804174	0.8391451069
674	0.3762718863	0.8391451069
675	0.3761541883	0.8391451069
676	0.3760939183	0.8391451069
677	0.3760787619	0.8402699663
678	0.3757675798	0.8402699663
679	0.3754524451	0.8402699663
680	0.3754003902	0.8413948256
681	0.3753624226	0.8413948256
682	0.3753115452	0.8402699663
683	0.3751012034	0.8413948256
684	0.3748827702	0.8413948256
685	0.3743401984	0.842519685
686	0.3742537189	0.842519685
687	0.3741368507	0.842519685
688	0.373982341	0.842519685
689	0.3739715062	0.842519685
690	0.3739599937	0.842519685
691	0.3739128216	0.842519685
692	0.3737984126	0.842519685
693	0.3737335222	0.842519685
694	0.3737208083	0.842519685
695	0.3736419881	0.8413948256
696	0.3735276616	0.842519685
697	0.3733394532	0.8413948256
698	0.3732522617	0.8413948256
699	0.3731383632	0.8413948256
700	0.3730018997	0.8413948256
701	0.3728936592	0.8413948256
702	0.3727430774	0.8413948256
703	0.3727015347	0.8413948256
704	0.3726706951	0.8413948256
705	0.3726396505	0.8413948256
706	0.3725486485	0.8413948256
707	0.3723959165	0.8413948256
708	0.3722511899	0.842519685
709	0.3721593661	0.842519685
710	0.3721428019	0.842519685
711	0.3720913421	0.842519685
712	0.371999495	0.842519685
713	0.3717860182	0.842519685
714	0.37170643	0.842519685
715	0.371658565	0.842519685
716	0.3716435413	0.842519685
717	0.3715910733	0.842519685
718	0.3714922682	0.842519685
719	0.3713683109	0.842519685
720	0.3712768931	0.842519685
721	0.3712753795	0.8413948256
722	0.3712644521	0.8413948256
723	0.3711113754	0.842519685
724	0.3710597046	0.842519685
725	0.3710539344	0.842519685
726	0.370883071	0.842519685
727	0.370863578	0.842519685
728	0.370849928	0.842519685
729	0.3708394568	0.842519685
730	0.3707609019	0.842519685
731	0.3707562025	0.842519685
732	0.3707031812	0.8436445444
733	0.3704210631	0.8447694038
734	0.3701837773	0.8436445444
735	0.3700734099	0.8436445444
736	0.3697333278	0.8447694038
737	0.369650052	0.8458942632
738	0.3696215999	0.848143982
739	0.3694731676	0.8458942632
740	0.3694619847	0.8458942632
741	0.3694396808	0.8458942632
742	0.3693390559	0.848143982
743	0.3692372347	0.848143982
744	0.3692240616	0.8470191226
745	0.3692016921	0.8470191226
746	0.3689836168	0.848143982
747	0.3689721359	0.848143982
748	0.3689585843	0.8470191226
749	0.3686023495	0.8470191226
750	0.3684864507	0.8470191226
751	0.3684850653	0.8470191226
752	0.3683394043	0.848143982
753	0.3680365122	0.8470191226
754	0.3680270224	0.8470191226
755	0.3679262021	0.8470191226
756	0.3678740378	0.8470191226
757	0.3677653804	0.8470191226
758	0.367625311	0.8470191226
759	0.3675432119	0.848143982
760	0.3675242863	0.848143982
761	0.3674914122	0.8470191226
762	0.3673708483	0.8470191226
763	0.3672735946	0.8492688414
764	0.367188433	0.8492688414
765	0.367000908	0.8492688414
766	0.3668530284	0.8492688414
767	0.3668421115	0.8492688414
768	0.3668181183	0.8503937008
769	0.3668042205	0.8503937008
770	0.3667918894	0.8503937008
771	0.3667058798	0.8503937008
772	0.3666518888	0.8503937008
773	0.3666184112	0.8503937008
774	0.3665127889	0.8503937008
775	0.3663840755	0.8503937008
776	0.3663840738	0.8503937008
777	0.3663176385	0.8503937008
778	0.3660633632	0.8503937008
779	0.3660200934	0.8503937008
780	0.3659985804	0.8503937008
781	0.3659939822	0.8503937008
782	0.3659773762	0.8503937008
783	0.3659331709	0.8503937008
784	0.3658884588	0.8503937008
785	0.3658174737	0.8503937008
786	0.3657871274	0.8503937008
787	0.3657762036	0.8503937008
788	0.3654890618	0.8503937008
789	0.3654395508	0.8503937008
790	0.3654212637	0.8503937008
791	0.3652250771	0.8515185602
792	0.3651511039	0.8515185602
793	0.365104478	0.8515185602
794	0.3650744104	0.8515185602
795	0.364973126	0.8515185602
796	0.3647913678	0.8515185602
797	0.3647806198	0.8515185602
798	0.3646059222	0.8515185602
799	0.3645688043	0.8515185602
800	0.3645432064	0.8515185602
801	0.3644476658	0.8515185602
802	0.364391137	0.8515185602
803	0.3643873744	0.8515185602
804	0.3643773295	0.8515185602
805	0.3643554933	0.8515185602
806	0.3641694905	0.8515185602
807	0.364107194	0.8515185602
808	0.3641015812	0.8515185602
809	0.3640029009	0.8503937008
810	0.3639851554	0.8503937008
811	0.3639797548	0.8503937008
812	0.3638780533	0.8503937008
813	0.3638173318	0.8503937008
814	0.3638112361	0.8503937008
815	0.3638097831	0.8503937008
816	0.3635967571	0.8503937008
817	0.3635824652	0.8503937008
818	0.3635220202	0.8503937008
819	0.3635038954	0.8503937008
820	0.363478494	0.8503937008
821	0.363477612	0.8503937008
822	0.3633805247	0.8503937008
823	0.3633215873	0.8503937008
824	0.3632673127	0.8503937008
825	0.3632639053	0.8503937008
826	0.3632348966	0.8503937008
827	0.3631855808	0.8503937008
828	0.3631003647	0.8503937008
829	0.3630655734	0.8503937008
830	0.3629910932	0.8503937008
831	0.3629016549	0.8503937008
832	0.3628861401	0.8503937008
833	0.3628817296	0.8503937008
834	0.3628660346	0.8503937008
835	0.3627913934	0.8503937008
836	0.3627668562	0.8503937008
837	0.3626461764	0.8515185602
838	0.3625825973	0.8515185602
839	0.3625795466	0.8515185602
840	0.3622865606	0.8515185602
841	0.3620691375	0.8515185602
842	0.3619926554	0.8515185602
843	0.3618969179	0.8515185602
844	0.3618695775	0.8515185602
845	0.3615665576	0.8526434196
846	0.3614922358	0.8515185602
847	0.3614462617	0.8515185602
848	0.3614307114	0.8515185602
849	0.3613822616	0.8515185602
850	0.3612728328	0.8526434196
851	0.3611702	0.8526434196
852	0.3611609249	0.8526434196
853	0.3611577989	0.8526434196
854	0.3610660489	0.8526434196
855	0.3610569425	0.8526434196
856	0.3610463456	0.8526434196
857	0.3610328594	0.8526434196
858	0.3607195558	0.8548931384
859	0.3605895497	0.8548931384
860	0.3605633045	0.8548931384
861	0.3605357021	0.8548931384
862	0.3604417963	0.853768279
863	0.3604324219	0.853768279
864	0.3602951035	0.8548931384
865	0.3601815977	0.8548931384
866	0.3600706904	0.8548931384
867	0.3600676259	0.8548931384
868	0.3600676244	0.8548931384
869	0.3600167862	0.8548931384
870	0.3598814993	0.8548931384
871	0.359878561	0.8548931384
872	0.3598642539	0.8548931384
873	0.3598497123	0.8548931384
874	0.3598352963	0.8548931384
875	0.3597086431	0.853768279
876	0.3596706851	0.853768279
877	0.3596472454	0.853768279
878	0.3596442661	0.853768279
879	0.359613216	0.853768279
880	0.3595816396	0.853768279
881	0.3595642505	0.853768279
882	0.3595615039	0.853768279
883	0.3595271565	0.853768279
884	0.3595244827	0.853768279
885	0.3595001216	0.853768279
886	0.3594841632	0.853768279
887	0.3593894782	0.853768279
