iter	Passed	Remaining
457	20645	24432
458	20684	24379
459	20737	24343
460	20800	24319
461	20868	24301
462	20911	24254
463	20933	24182
464	20979	24137
465	21033	24102
466	21063	24040
467	21110	23996
468	21137	23932
469	21187	23891
470	21244	23860
471	21281	23806
472	21313	23746
473	21389	23736
474	21462	23721
475	21492	23659
476	21636	23723
477	21676	23671
478	21710	23614
479	21780	23596
480	21857	23584
481	21916	23553
482	21954	23500
483	21996	23451
484	22033	23396
485	22086	23358
486	22163	23347
487	22231	23324
488	22267	23269
489	22312	23223
490	22361	23181
491	22402	23131
492	22473	23111
493	22602	23151
494	22676	23134
495	22731	23097
496	22776	23051
497	22822	23005
498	22874	22966
499	22950	22950
500	22994	22903
501	23093	22909
502	23173	22896
503	23235	22866
504	23271	22810
505	23318	22765
506	23371	22726
507	23418	22681
508	23468	22638
509	23515	22593
510	23590	22575
511	23643	22535
512	23697	22496
513	23780	22484
514	23830	22442
515	23855	22375
516	23895	22324
517	23952	22287
518	24025	22266
519	24106	22252
520	24189	22239
521	24250	22206
522	24279	22144
523	24303	22077
524	24345	22026
525	24384	21973
526	24453	21947
527	24558	21953
528	24634	21933
529	24663	21871
530	24734	21846
531	24822	21836
532	24885	21804
533	24962	21783
534	25053	21775
535	25156	21776
536	25234	21756
537	25287	21714
538	25336	21669
539	25381	21621
540	25426	21572
541	25474	21526
542	25537	21493
543	25618	21474
544	25665	21426
545	25714	21381
546	25759	21332
547	25772	21257
548	25817	21208
549	25861	21159
550	25906	21110
551	25968	21076
552	26027	21038
553	26044	20967
554	26102	20929
555	26160	20890
556	26227	20859
557	26305	20837
558	26366	20801
559	26387	20732
560	26409	20666
561	26472	20631
562	26532	20594
563	26598	20562
564	26648	20517
565	26696	20470
566	26730	20413
567	26784	20371
568	26826	20320
569	26874	20273
570	26922	20227
571	26952	20167
572	26970	20098
573	27031	20061
574	27047	19991
575	27118	19961
576	27197	19938
577	27271	19911
578	27350	19886
579	27419	19855
580	27476	19815
581	27493	19746
582	27507	19674
583	27549	19624
584	27623	19595
585	27668	19547
586	27682	19476
587	27723	19425
588	27767	19376
589	27778	19303
590	27814	19248
591	27858	19199
592	27888	19141
593	27975	19121
594	28034	19081
595	28111	19055
596	28160	19009
597	28215	18967
598	28268	18924
599	28315	18877
600	28376	18838
601	28437	18801
602	28489	18756
603	28540	18711
604	28597	18671
605	28662	18635
606	28729	18600
607	28791	18562
608	28877	18540
609	28964	18518
610	29012	18471
611	29053	18419
612	29088	18364
613	29185	18347
614	29258	18316
615	29337	18288
616	29413	18258
617	29484	18224
618	29555	18191
619	29629	18159
620	29714	18134
621	29768	18090
622	29856	18067
623	29932	18036
624	29999	17999
625	30062	17960
626	30122	17919
627	30167	17869
628	30231	17831
629	30291	17790
630	30333	17738
631	30384	17692
632	30431	17643
633	30509	17613
634	30553	17562
635	30594	17510
636	30674	17480
637	30747	17445
638	30861	17435
639	30959	17414
640	31033	17380
641	31112	17349
642	31207	17326
643	31280	17291
644	31340	17249
645	31411	17213
646	31450	17159
647	31497	17109
648	31545	17060
649	31616	17024
650	31691	16989
651	31783	16964
652	31911	16957
653	31965	16911
654	32068	16890
655	32164	16866
656	32255	16839
657	32329	16803
658	32376	16753
659	32419	16700
660	32495	16665
661	32597	16643
662	32723	16633
663	32808	16601
664	32886	16566
665	32948	16523
666	33026	16488
667	33102	16452
668	33173	16413
669	33240	16371
670	33314	16334
671	33384	16294
672	33442	16249
673	33537	16221
674	33636	16195
675	33699	16151
676	33765	16109
677	33825	16064
678	33885	16019
679	33943	15973
680	33989	15921
681	34048	15876
682	34113	15832
683	34162	15782
684	34231	15741
685	34316	15707
686	34416	15680
687	34477	15635
688	34533	15587
689	34581	15536
690	34667	15502
691	34757	15470
692	34839	15434
693	34919	15396
694	35008	15363
695	35069	15317
696	35140	15276
697	35224	15240
698	35291	15196
699	35343	15147
700	35427	15111
701	35486	15064
702	35542	15015
703	35583	14961
704	35607	14899
705	35648	14844
706	35717	14802
707	35770	14752
708	35830	14706
709	35891	14660
710	35969	14620
711	36041	14578
712	36130	14543
713	36212	14505
714	36296	14467
715	36392	14434
716	36449	14386
717	36499	14335
718	36550	14284
719	36641	14249
720	36694	14199
721	36733	14144
722	36789	14094
723	36851	14048
724	36919	14004
725	36968	13952
726	37068	13919
727	37159	13883
728	37223	13837
729	37289	13792
730	37352	13745
731	37411	13697
732	37480	13652
733	37555	13610
734	37624	13565
735	37751	13541
736	37843	13504
737	37912	13459
738	37956	13405
739	38001	13351
740	38055	13301
741	38104	13249
742	38168	13202
743	38240	13157
744	38292	13106
745	38337	13053
746	38409	13008
747	38462	12958
748	38506	12903
749	38571	12857
750	38662	12818
751	38761	12783
752	38823	12734
753	38894	12689
754	38968	12645
755	39031	12597
756	39099	12551
757	39181	12509
758	39258	12465
759	39325	12418
760	39357	12360
761	39419	12312
762	39475	12261
763	39526	12209
764	39585	12160
765	39631	12106
766	39673	12051
767	39723	11999
768	39842	11968
769	39945	11931
770	40001	11881
771	40074	11835
772	40129	11784
773	40176	11731
774	40221	11677
775	40266	11623
776	40293	11564
777	40352	11514
778	40409	11463
779	40459	11411
780	40505	11358
781	40538	11301
782	40587	11248
783	40629	11193
784	40671	11139
785	40718	11086
786	40770	11034
787	40833	10985
788	40956	10952
789	41009	10901
790	41053	10847
791	41097	10793
792	41140	10739
793	41190	10686
794	41261	10639
795	41304	10585
796	41347	10531
797	41392	10477
798	41448	10427
799	41492	10373
800	41535	10319
801	41576	10264
802	41632	10213
803	41674	10159
804	41736	10110
805	41800	10061
806	41865	10012
807	41951	9968
808	42051	9928
809	42113	9878
810	42174	9828
811	42253	9782
812	42350	9741
813	42405	9689
814	42439	9633
815	42483	9579
816	42532	9526
817	42563	9470
818	42614	9417
819	42659	9364
820	42705	9310
821	42780	9264
822	42860	9217
823	42975	9179
824	43064	9134
825	43097	9078
826	43139	9024
827	43183	8970
828	43254	8922
829	43325	8873
830	43392	8824
831	43453	8774
832	43522	8725
833	43595	8677
834	43656	8626
835	43724	8577
836	43780	8526
837	43826	8472
838	43891	8422
839	43959	8373
840	44023	8323
841	44141	8283
842	44207	8233
843	44272	8183
844	44337	8132
845	44400	8082
846	44483	8035
847	44595	7993
848	44691	7948
849	44734	7894
850	44779	7840
851	44820	7785
852	44842	7727
853	44863	7669
854	44902	7615
855	44920	7556
856	44985	7506
857	45061	7457
858	45203	7419
859	45296	7373
860	45367	7324
861	45425	7272
862	45506	7224
863	45577	7174
864	45623	7120
865	45671	7066
866	45729	7015
867	45791	6963
868	45819	6907
869	45886	6856
870	45946	6804
871	45978	6749
872	46039	6697
873	46102	6646
874	46174	6596
875	46329	6558
876	46403	6508
877	46454	6454
878	46502	6401
879	46566	6349
880	46637	6299
881	46709	6249
882	46746	6194
883	46816	6143
884	46850	6087
885	46902	6034
886	46948	5981
887	46999	5927
888	47042	5873
889	47073	5818
890	47141	5767
891	47205	5715
892	47250	5661
893	47307	5609
894	47430	5564
895	47493	5512
896	47569	5462
897	47645	5411
898	47721	5361
899	47791	5310
900	47844	5257
901	47892	5203
902	47926	5148
903	47974	5094
904	48016	5040
905	48069	4987
906	48129	4935
907	48171	4880
908	48211	4826
909	48275	4774
910	48380	4726
911	48502	4680
912	48549	4626
913	48610	4573
914	48658	4520
915	48738	4469
916	48811	4418
917	48895	4367
918	48955	4314
919	49020	4262
920	49085	4210
921	49156	4158
922	49244	4108
923	49331	4057
924	49385	4004
925	49456	3952
926	49638	3908
927	49700	3856
928	49764	3803
929	49789	3747
930	49856	3695
931	49929	3642
932	49995	3590
933	50071	3538
934	50124	3484
935	50181	3431
936	50230	3377
937	50274	3323
938	50321	3269
939	50382	3215
940	50446	3162
941	50517	3110
942	50553	3055
943	50665	3005
944	50759	2954
945	50830	2901
946	50924	2850
947	51002	2797
948	51057	2743
949	51120	2690
950	51185	2637
951	51256	2584
952	51331	2531
953	51399	2478
954	51477	2425
955	51573	2373
956	51652	2320
957	51701	2266
958	51773	2213
959	51818	2159
960	51886	2105
961	51962	2052
962	52018	1998
963	52055	1943
964	52102	1889
965	52130	1834
966	52188	1780
967	52249	1727
968	52279	1672
969	52344	1618
970	52406	1565
971	52455	1511
972	52499	1456
973	52573	1403
974	52658	1350
975	52782	1297
976	52872	1244
977	52932	1190
978	53006	1137
979	53049	1082
980	53140	1029
981	53211	975
982	53280	921
983	53350	867
984	53416	813
985	53487	759
986	53562	705
987	53677	651
988	53771	598
989	53889	544
990	53942	489
991	54015	435
992	54057	381
993	54099	326
994	54133	272
995	54196	217
996	54270	163
997	54338	108
998	54384	54
999	54441	0
