iter	Passed	Remaining
227	2829017	9578955
228	2839746	9560893
229	2852200	9548671
230	2863408	9532300
231	2874908	9516938
232	2885731	9499383
233	2899560	9491723
234	2911793	9478815
235	2922640	9461428
236	2932787	9441843
237	2944092	9426043
238	2954774	9408298
239	2967322	9396519
240	2978471	9380332
241	2989729	9364524
242	3000110	9346022
243	3013117	9335725
244	3024893	9321611
245	3038237	9312321
246	3049422	9296417
247	3061276	9282579
248	3072784	9267715
249	3084509	9253527
250	3097532	9243235
251	3113106	9240491
252	3125408	9227985
253	3137869	9215946
254	3154005	9214643
255	3166052	9201340
256	3178346	9188760
257	3189851	9173914
258	3202686	9162899
259	3214636	9149348
260	3226231	9134808
261	3237777	9120151
262	3248657	9103652
263	3259859	9088093
264	3275159	9083931
265	3288281	9073679
266	3306873	9078419
267	3319666	9067148
268	3331500	9053260
269	3340786	9032497
270	3355640	9026796
271	3363336	9001870
272	3375157	8988058
273	3382836	8963282
274	3393472	8946427
275	3404601	8930911
276	3412381	8906686
277	3429197	8906044
278	3439957	8889638
279	3454701	8883518
280	3463980	8863352
281	3475600	8849224
282	3487516	8835862
283	3497155	8816772
284	3506726	8797575
285	3517840	8782302
286	3529099	8767415
287	3539425	8750246
288	3552073	8738837
289	3563486	8724397
290	3574325	8708580
291	3584541	8691286
292	3594679	8673851
293	3605437	8657954
294	3615678	8640859
295	3628330	8629543
296	3641321	8619020
297	3652074	8603208
298	3660849	8582794
299	3674584	8574031
300	3687080	8562356
301	3696620	8543844
302	3706835	8526944
303	3719829	8516452
304	3727002	8492678
305	3741211	8484968
306	3748664	8461969
307	3757394	8441937
308	3764854	8419139
309	3777210	8407338
310	3790153	8396835
311	3800444	8380468
312	3810834	8364355
313	3819318	8344117
314	3829580	8327817
315	3838399	8308434
316	3852474	8300441
317	3864151	8287269
318	3875343	8273067
319	3885744	8257208
320	3897631	8244523
321	3908303	8229284
322	3918475	8213028
323	3929869	8199358
324	3940881	8184907
325	3953691	8174196
326	3967708	8165955
327	3979978	8154103
328	3994878	8147609
329	4007753	8136953
330	4018107	8121189
331	4031813	8112203
332	4040445	8093024
333	4050980	8077703
334	4063736	8066820
335	4074004	8051008
336	4085954	8038539
337	4098312	8026872
338	4111067	8015975
339	4121338	8000246
340	4131551	7984434
341	4142485	7970044
342	4154701	7958131
343	4164930	7942425
344	4174494	7925489
345	4186640	7913477
346	4196550	7897255
347	4207029	7882136
348	4218180	7868296
349	4227192	7850500
350	4238527	7837049
351	4248975	7821976
352	4260788	7809433
353	4272345	7796426
354	4283020	7781826
355	4293399	7766711
356	4306981	7757391
357	4317406	7742389
358	4327953	7727627
359	4339902	7715381
360	4350597	7700919
361	4360435	7684966
362	4370151	7668833
363	4380571	7653965
364	4392524	7641789
365	4403472	7627873
366	4413634	7612616
367	4424262	7598189
368	4434553	7583207
369	4445844	7569952
370	4455681	7554241
371	4466309	7539898
372	4478511	7528222
373	4489816	7515040
374	4500004	7500007
375	4511127	7486552
376	4521686	7472176
377	4530631	7455166
378	4541826	7441884
379	4554106	7430383
380	4564841	7416369
381	4574506	7400641
382	4584950	7386200
383	4595242	7371535
384	4607955	7360760
385	4618060	7345826
386	4629524	7333071
387	4640027	7318806
388	4649541	7303007
389	4661713	7291397
390	4675976	7283042
391	4691717	7276949
392	4707689	7271164
393	4724081	7265973
394	4740048	7260074
395	4755191	7252867
396	4771961	7248093
397	4787459	7241332
398	4801965	7233035
399	4816228	7224342
400	4828731	7212993
401	4844854	7207021
402	4859742	7199171
403	4875630	7192761
404	4888147	7181351
405	4905892	7177586
406	4919526	7167762
407	4934047	7159206
408	4945787	7146602
409	4962658	7141386
410	4973635	7127667
411	4989345	7120715
412	5001250	7108314
413	5019035	7104238
414	5028600	7088508
415	5042547	7078960
416	5053623	7065378
417	5069038	7057847
418	5083679	7049206
419	5096970	7038673
420	5111052	7029214
421	5125321	7019989
422	5138616	7009412
423	5150831	6997355
424	5159599	6980634
425	5171075	6967599
426	5182801	6954907
427	5193985	6941495
428	5204479	6927174
429	5214214	6911865
430	5224708	6897585
431	5233584	6881194
432	5244598	6867638
433	5254681	6852880
434	5265807	6839496
435	5276418	6825459
436	5287051	6811464
437	5298431	6798443
438	5309318	6784801
439	5320464	6771500
440	5330456	6756746
441	5343324	6745644
442	5354433	6732323
443	5366448	6720147
444	5376937	6706068
445	5388060	6692793
446	5400061	6680613
447	5410268	6666223
448	5420217	6651535
449	5431148	6638070
450	5443939	6626880
451	5453209	6611413
452	5462502	6596001
453	5472833	6581865
454	5484045	6568801
455	5493870	6554090
456	5503829	6539560
457	5515991	6527658
458	5527148	6514569
459	5536952	6499901
460	5547088	6485641
461	5558861	6473306
462	5567704	6457575
463	5577480	6442951
464	5589169	6430550
465	5600183	6417377
466	5610451	6403363
467	5620705	6389348
468	5631866	6376377
469	5643318	6363742
470	5653003	6349127
471	5664333	6336372
472	5675530	6323476
473	5686988	6310877
474	5698835	6298712
475	5709259	6284983
476	5720672	6272351
477	5731182	6258738
478	5742919	6246474
479	5754287	6233811
480	5766900	6222497
481	5776461	6207898
482	5786924	6194286
483	5804172	6187919
484	5820342	6180364
485	5830215	6166113
486	5840652	6152474
487	5852730	6140569
488	5862862	6126631
489	5875651	6115474
490	5886134	6101919
491	5897326	6089109
492	5907374	6075129
493	5919019	6062800
494	5929488	6049275
495	5941777	6037612
496	5952838	6024703
497	5962366	6010257
498	5973525	5997467
499	5990753	5990753
500	6012401	5988400
501	6027200	5979174
502	6044330	5972230
503	6054882	5958773
504	6064803	5944708
505	6075357	5931277
506	6088117	5920003
507	6098802	5906714
508	6109285	5893239
509	6119396	5879420
510	6131175	5867211
511	6141554	5853669
512	6152897	5841054
513	6163295	5827552
514	6173066	5813470
515	6184458	5800925
516	6196782	5789257
517	6208227	5776767
518	6219930	5764521
519	6237483	5757677
520	6247404	5743775
521	6257483	5730032
522	6268306	5716983
523	6279875	5704619
524	6289710	5690690
525	6301096	5678173
526	6313484	5666562
527	6323938	5653217
528	6335465	5640840
529	6346365	5627908
530	6356259	5614097
531	6368349	5602232
532	6381091	5590937
533	6391697	5577773
534	6402677	5564944
535	6413259	5551776
536	6424807	5539452
537	6436499	5527254
538	6447338	5514328
539	6458894	5502021
540	6469952	5489294
541	6480554	5476187
542	6493270	5464870
543	6503793	5451709
544	6513492	5437870
545	6523828	5424575
546	6535105	5412070
547	6545708	5399015
548	6555794	5385543
549	6567781	5373639
550	6578472	5360678
551	6588412	5347117
552	6599157	5334219
553	6610433	5321756
554	6620865	5308622
555	6631502	5295659
556	6642711	5283161
557	6652225	5269325
558	6662840	5256373
559	6674678	5244390
560	6686220	5232176
561	6697567	5219812
562	6707192	5206115
563	6718448	5193693
564	6729997	5181502
565	6740461	5168481
566	6751274	5155735
567	6763312	5143928
568	6774365	5131373
569	6784701	5118283
570	6795594	5105621
571	6806047	5092636
572	6817676	5080537
573	6827807	5067327
574	6839757	5055473
575	6854250	5045489
576	6867142	5034317
577	6876806	5020782
578	6889160	5009216
579	6899461	4996161
580	6910958	4983978
581	6922112	4971551
582	6932881	4958853
583	6943086	4945759
584	6955805	4934460
585	6967523	4922448
586	6978688	4910048
587	6988905	4896988
588	7000763	4885083
589	7010439	4871661
590	7021284	4859061
591	7034344	4847994
592	7045070	4835318
593	7054522	4821777
594	7065005	4808953
595	7075814	4796357
596	7088348	4784932
597	7100359	4773151
598	7111088	4760511
599	7123392	4748928
600	7134131	4736303
601	7147054	4725129
602	7157314	4712195
603	7169948	4700827
604	7181283	4688606
605	7194356	4677519
606	7206492	4665818
607	7217267	4653238
608	7227237	4640147
609	7239016	4628223
610	7250645	4616204
611	7261218	4603517
612	7273642	4592006
613	7286892	4581010
614	7299076	4569340
615	7309314	4556455
616	7320648	4544259
617	7332168	4532182
618	7342720	4519509
619	7354908	4507846
620	7364258	4494451
621	7374548	4481639
622	7385852	4469448
623	7397066	4457206
624	7407690	4444614
625	7418838	4432341
626	7430344	4420284
627	7440510	4407436
628	7451835	4395279
629	7462006	4382448
630	7473419	4370351
631	7484344	4357972
632	7502530	4349808
633	7518015	4340052
634	7533143	4330074
635	7547158	4319443
636	7558458	4307253
637	7569869	4295129
638	7579465	4281982
639	7590752	4269798
640	7601769	4257465
641	7611922	4244654
642	7624836	4233385
643	7634956	4220565
644	7646477	4208526
645	7658150	4196571
646	7669565	4184477
647	7678513	4171044
648	7688247	4158050
649	7698345	4145262
650	7708754	4132650
651	7723709	4122470
652	7739517	4112729
653	7752667	4101564
654	7766037	4090508
655	7778202	4078813
656	7789945	4066896
657	7799554	4053871
658	7808960	4040752
659	7819683	4028321
660	7829899	4015636
661	7841314	4003571
662	7851261	3990762
663	7861446	3978081
664	7872746	3965970
665	7883271	3953472
666	7894817	3941490
667	7904932	3928798
668	7917015	3917088
669	7927028	3904357
670	7936953	3891591
671	7949457	3880092
672	7959388	3867340
673	7970010	3854930
674	7981027	3842717
675	7991371	3830184
676	8002152	3817865
677	8011846	3805036
678	8024480	3793605
679	8034446	3780916
680	8046989	3769441
681	8056788	3756684
682	8068625	3744881
683	8077711	3731808
684	8090181	3720302
685	8101177	3708119
686	8111205	3695498
687	8122109	3683282
688	8132614	3670889
689	8144404	3659080
690	8154954	3646716
691	8165880	3634524
692	8177146	3622487
693	8188076	3610304
694	8198652	3597969
695	8208285	3585228
696	8221581	3574087
697	8231568	3561509
698	8242584	3549382
699	8253172	3537073
700	8264535	3525101
701	8275248	3512854
702	8285780	3500535
703	8295457	3487862
704	8304808	3475061
705	8316320	3463170
706	8330748	3452488
707	8340924	3440042
708	8350820	3427487
709	8363020	3415881
710	8374654	3404043
711	8385517	3391894
712	8396458	3379780
713	8409658	3368574
714	8418693	3355703
715	8430299	3343861
716	8440550	3331486
717	8452001	3319588
718	8462644	3307375
719	8472189	3294740
720	8482540	3282425
721	8494878	3270881
722	8504786	3258403
723	8517809	3247120
724	8528465	3234935
725	8540612	3223316
726	8550966	3211023
727	8560705	3198505
728	8571241	3186291
729	8581312	3173909
730	8592713	3162024
731	8605094	3150499
732	8615381	3138208
733	8626331	3126163
734	8636394	3113802
735	8649849	3102663
736	8660181	3090403
737	8671355	3078448
738	8682352	3066433
739	8693346	3054419
740	8702467	3041753
741	8715711	3030530
742	8725420	3018079
743	8736329	3006049
744	8746607	2993805
745	8758390	2982079
746	8769120	2969996
747	8780242	2958049
748	8790390	2945778
749	8800284	2933428
750	8811009	2921360
751	8822959	2909699
752	8835709	2898300
753	8845599	2885964
754	8856683	2874022
755	8867632	2862040
756	8880269	2850601
757	8890283	2838322
758	8902986	2826903
759	8913638	2814833
760	8925905	2803273
761	8936054	2791051
762	8946804	2779020
763	8959162	2767490
764	8968986	2755178
765	8979443	2743067
766	8993381	2732018
767	9004258	2720036
768	9014838	2707968
769	9027512	2696529
770	9038510	2684589
771	9048706	2672415
772	9058484	2660124
773	9069379	2648165
774	9079810	2636074
775	9090767	2624139
776	9100425	2611833
777	9112057	2600098
778	9123102	2588197
779	9134796	2576481
780	9144163	2564112
781	9155510	2552303
782	9166031	2540266
783	9175496	2527942
784	9186712	2516105
785	9197977	2504283
786	9209081	2492419
787	9219593	2480398
788	9229357	2468180
789	9241606	2456629
790	9251359	2444417
791	9262147	2432483
792	9273280	2420642
793	9284110	2408723
794	9294446	2396681
795	9305151	2384737
796	9316807	2373038
797	9326892	2360942
798	9338295	2349183
799	9350981	2337745
800	9363478	2326257
801	9375851	2314736
802	9391127	2303925
803	9405274	2292828
804	9423762	2282774
805	9434963	2270946
806	9446019	2259085
807	9461587	2248297
808	9471976	2236276
809	9482758	2224350
810	9492868	2212271
811	9503969	2200426
812	9513037	2188115
813	9525520	2176593
814	9535764	2164559
815	9548218	2153029
816	9560301	2141413
817	9571454	2129590
818	9583400	2117943
819	9595478	2106324
820	9609948	2095226
821	9619502	2083055
822	9632013	2071526
823	9642869	2059642
824	9653978	2047813
825	9662749	2035494
826	9674292	2023763
827	9686134	2012095
828	9696998	2000225
829	9708306	1988448
830	9719392	1976627
831	9728385	1964385
832	9742627	1953203
833	9755608	1941763
834	9765606	1929730
835	9775282	1917639
836	9787193	1905988
837	9798690	1894257
838	9809487	1882392
839	9819944	1870465
840	9831471	1858744
841	9842141	1846862
842	9853261	1835067
843	9865092	1823405
844	9875093	1811407
845	9884950	1799388
846	9896552	1787688
847	9908615	1776072
848	9919317	1764213
849	9929604	1752283
850	9940536	1740469
851	9950494	1728489
852	9960827	1716578
853	9972116	1704834
854	9984311	1693245
855	9995863	1681547
856	10006995	1669778
857	10016644	1657766
858	10027468	1645952
859	10039189	1634286
860	10052514	1622879
861	10062829	1610986
862	10075083	1599404
863	10087668	1587873
864	10097874	1575968
865	10107483	1563975
866	10119010	1552281
867	10129447	1540422
868	10140749	1528697
869	10151656	1516914
870	10161340	1504951
871	10174420	1493492
872	10186474	1481881
873	10196238	1469938
874	10207229	1458175
875	10218360	1446434
876	10230326	1434812
877	10240967	1423004
878	10250707	1411075
879	10262339	1399409
880	10272957	1387607
881	10282496	1375662
882	10293017	1363853
883	10304874	1352223
884	10316314	1340538
885	10329968	1329138
886	10339981	1317269
887	10349738	1305372
888	10361616	1293745
889	10372600	1282006
890	10383325	1270238
891	10393771	1258438
892	10405748	1246825
893	10416593	1235077
894	10426778	1223253
895	10437355	1211478
896	10447619	1199670
897	10461772	1188308
898	10472578	1176563
899	10485453	1165050
900	10496107	1153290
901	10507343	1141596
902	10518632	1129908
903	10530267	1118258
904	10541500	1106566
905	10552731	1094875
906	10562861	1083071
907	10571941	1071165
908	10582460	1059410
909	10593109	1047670
910	10606346	1036185
911	10618921	1024632
912	10632306	1013155
913	10642470	1001370
914	10654051	989720
915	10663923	977914
916	10676069	966318
917	10686179	954538
918	10698439	942952
919	10709793	931286
920	10721093	919616
921	10732479	907953
922	10743292	896244
923	10754359	884557
924	10767978	873079
925	10780134	861479
926	10791597	849823
927	10804641	838291
928	10815085	826556
929	10827195	814950
930	10838359	803272
931	10851163	791715
932	10864280	780178
933	10874641	768443
934	10887742	756901
935	10899073	745235
936	10909589	733515
937	10920094	721797
938	10931719	710154
939	10943050	698492
940	10957089	687001
941	10967643	675290
942	10978557	663603
943	10989896	651942
944	11001798	640316
945	11013129	628656
946	11025310	617044
947	11036132	605357
948	11045624	593600
949	11056794	581936
950	11068120	570281
951	11079286	558619
952	11091342	547002
953	11102914	535360
954	11116358	523807
955	11127005	512121
956	11140504	500566
957	11151088	488878
958	11162380	477223
959	11174975	465623
960	11186478	453977
961	11199471	442390
962	11210018	430706
963	11221685	419067
964	11233248	407423
965	11243902	395748
966	11255972	384123
967	11266665	372451
968	11277797	360796
969	11290002	349175
970	11300998	337516
971	11313830	325912
972	11325380	314270
973	11339327	302692
974	11351136	291054
975	11363267	279424
976	11376483	267818
977	11394005	256306
978	11406369	244671
979	11417801	233016
980	11430081	221377
981	11441667	209725
982	11454917	198101
983	11471640	186530
984	11488531	174952
985	11501149	163302
986	11515751	151676
987	11528885	140026
988	11544068	128397
989	11557173	116739
990	11568827	105065
991	11583755	93417
992	11596253	81745
993	11608186	70069
994	11623749	58410
995	11638677	46741
996	11651038	35058
997	11663612	23373
998	11682262	11693
999	11696281	0
